"Tickers";"Pesos"
"BRKM5";0,0084500044398029
"RADL3";0,312462939933639
"WEGE3";0,062608771827996
"TRPL4";0,23866838642401
"EQTL3";0,120624795400108
"VLID3";0,0232993214550799
"EMBR3";0,22931732342099
"MRFG3";0,00456845709837295
